system,evaluation_mode,candidate_pool,query_id,hit@1,recall@1,ndcg@1,hit@5,recall@5,ndcg@5,hit@10,recall@10,ndcg@10,hit@20,recall@20,ndcg@20,hit@50,recall@50,ndcg@50,hit@100,recall@100,ndcg@100,mrr,mrr@10
bge,job_to_talent,full,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0
bge,job_to_talent,full,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0
bge,job_to_talent,full,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.11600766930798434,1.0,0.5,0.11600766930798434,0.02631578947368421,0.0
bge,job_to_talent,full,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.0
bge,job_to_talent,full,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.11769895029887298,1.0,0.5,0.11769895029887298,0.027777777777777776,0.0
bge,job_to_talent,full,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17376534287144002,0.018867924528301886,0.0
bge,job_to_talent,full,27,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.46927872602275644,1.0,0.6666666666666666,0.5607688474437151,1.0,0.6666666666666666,0.5607688474437151,1.0,1.0
bge,job_to_talent,full,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336,0.0
bge,job_to_talent,full,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031545741324921135,0.0
bge,job_to_talent,full,341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026954177897574125,0.0
bge,job_to_talent,full,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0
bge,job_to_talent,full,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09311323985494363,0.010526315789473684,0.0
bge,job_to_talent,full,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.07110377625339116,0.010416666666666666,0.0
bge,job_to_talent,full,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006578947368421052,0.0
bge,job_to_talent,full,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0
bge,job_to_talent,full,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0
bge,job_to_talent,full,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0
bge,job_to_talent,full,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0
bge,job_to_talent,full,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.09500797084729085,0.0136986301369863,0.0
bge,job_to_talent,full,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0
bge,job_to_talent,full,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002197802197802198,0.0
bge,job_to_talent,full,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.12519718083260012,0.015873015873015872,0.0
bge,job_to_talent,full,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1781035935540111,1.0,1.0,0.1781035935540111,0.020833333333333332,0.0
bge,job_to_talent,full,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0
bge,job_to_talent,full,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0
bge,job_to_talent,full,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.15000679310833784,1.0,1.0,0.2820408543946333,1.0,1.0,0.2820408543946333,0.0625,0.0
bge,job_to_talent,full,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.06478915295121998,1.0,0.4666666666666667,0.2029748814052888,0.02702702702702703,0.0
bge,job_to_talent,full,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0
bge,job_to_talent,full,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.054783926731732685,1.0,0.16666666666666666,0.054783926731732685,0.022222222222222223,0.0
bge,job_to_talent,full,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035087719298245615,0.0
bge,job_to_talent,full,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0
bge,job_to_talent,full,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022988505747126436,0.0
bge,job_to_talent,full,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0
bge,job_to_talent,full,249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,0.125,0.125
bge,job_to_talent,full,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019723865877712033,0.0
bge,job_to_talent,full,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0
bge,job_to_talent,full,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.16569576576522954,1.0,0.5,0.16569576576522954,1.0,1.0,0.2611084535659957,0.08333333333333333,0.0
bge,job_to_talent,full,251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.10209739512291163,1.0,0.4,0.17931408340566546,1.0,0.4,0.17931408340566546,1.0,0.6,0.23746025184875125,0.1111111111111111,0.1111111111111111
bge,job_to_talent,full,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0
bge,job_to_talent,full,172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.123151194370365,1.0,0.25,0.123151194370365,1.0,0.5,0.1986610034842676,1.0,0.75,0.2623519847805889,0.125,0.125
bge,job_to_talent,full,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.13203406128629544,1.0,0.5,0.13203406128629544,0.041666666666666664,0.0
bge,job_to_talent,full,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357,1.0,1.0,0.26264953503719357,1.0,1.0,0.26264953503719357,0.07692307692307693,0.0
bge,job_to_talent,full,222,1.0,0.5,1.0,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,1.0
bge,job_to_talent,full,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.07132875491150918,1.0,0.2,0.07132875491150918,0.038461538461538464,0.0
bge,job_to_talent,full,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0
bge,job_to_talent,full,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.13023260170979342,0.0196078431372549,0.0
bge,job_to_talent,full,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.10235170428306553,1.0,0.3333333333333333,0.10235170428306553,0.043478260869565216,0.0
bge,job_to_talent,full,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0
bge,job_to_talent,full,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0
bge,job_to_talent,full,282,0.0,0.0,0.0,1.0,0.16666666666666666,0.21398626473452756,1.0,0.16666666666666666,0.1909208661789347,1.0,0.16666666666666666,0.1909208661789347,1.0,0.3333333333333333,0.24426707970417816,1.0,0.3333333333333333,0.24426707970417816,0.5,0.5
bge,job_to_talent,full,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0
bge,job_to_talent,full,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021008403361344537,0.0
bge,job_to_talent,full,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bge,job_to_talent,full,273,0.0,0.0,0.0,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,0.5,0.5
bge,job_to_talent,full,238,0.0,0.0,0.0,1.0,0.25,0.16812753627111746,1.0,0.25,0.16812753627111746,1.0,0.25,0.16812753627111746,1.0,0.25,0.16812753627111746,1.0,0.25,0.16812753627111746,0.25,0.25
bge,job_to_talent,full,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.12681701683239352,1.0,0.6666666666666666,0.21084242004005357,1.0,0.6666666666666666,0.21084242004005357,0.08333333333333333,0.0
bge,job_to_talent,full,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0
bge,job_to_talent,full,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.10108736906122673,0.0196078431372549,0.0
bge,job_to_talent,full,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.10374097460838268,1.0,0.6666666666666666,0.17776145234984897,0.045454545454545456,0.0
bge,job_to_talent,full,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0787978565107802,1.0,0.5,0.14543857287991896,0.03333333333333333,0.0
bge,job_to_talent,full,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002188183807439825,0.0
bge,job_to_talent,full,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017094017094017094,0.0
bge,job_to_talent,full,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.0
bge,job_to_talent,full,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.07108348368841133,1.0,0.5,0.13521201476490155,0.022727272727272728,0.0
bge,job_to_talent,full,145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1480409554829326,1.0,0.3333333333333333,0.1480409554829326,1.0,0.6666666666666666,0.247878152460824,1.0,0.6666666666666666,0.247878152460824,0.125,0.125
bge,job_to_talent,full,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001445086705202312,0.0
bge,job_to_talent,full,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.0
bge,job_to_talent,full,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001589825119236884,0.0
bge,job_to_talent,full,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036231884057971015,0.0
bge,job_to_talent,full,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002304147465437788,0.0
bge,job_to_talent,full,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.05395998433573741,0.012987012987012988,0.0
bge,job_to_talent,full,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.08010929472340098,0.017543859649122806,0.0
bge,job_to_talent,full,178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.16716045496620227,1.0,0.3333333333333333,0.16716045496620227,1.0,0.3333333333333333,0.16716045496620227,1.0,0.6666666666666666,0.23826423121959342,0.16666666666666666,0.16666666666666666
bge,job_to_talent,full,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20801459767650948,1.0,1.0,0.20801459767650948,0.037037037037037035,0.0
bge,job_to_talent,full,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2103099178571525,1.0,1.0,0.2103099178571525,0.038461538461538464,0.0
bge,job_to_talent,full,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0
bge,job_to_talent,full,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16544255391905832,0.015384615384615385,0.0
bge,job_to_talent,full,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035714285714285713,0.0
bge,job_to_talent,full,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.12052121300895162,1.0,0.5,0.12052121300895162,0.030303030303030304,0.0
bge,job_to_talent,full,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002688172043010753,0.0
bge,job_to_talent,full,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003205128205128205,0.0
bge,job_to_talent,full,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.08754031530847717,1.0,0.25,0.08754031530847717,0.047619047619047616,0.0
bge,job_to_talent,full,75,0.0,0.0,0.0,1.0,0.5,0.38685280723454163,1.0,1.0,0.5640920940185894,1.0,1.0,0.5640920940185894,1.0,1.0,0.5640920940185894,1.0,1.0,0.5640920940185894,0.5,0.5
bge,job_to_talent,full,183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,0.1,0.1
bge,job_to_talent,full,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.14938926005066752,0.0136986301369863,0.0
bge,job_to_talent,full,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0
bge,job_to_talent,full,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.0
bge,job_to_talent,full,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,0.125,0.125
bge,job_to_talent,full,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028169014084507044,0.0
bge,job_to_talent,full,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.08010929472340098,0.017543859649122806,0.0
bge,job_to_talent,full,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001579778830963665,0.0
bge,job_to_talent,full,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0
bge,job_to_talent,full,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0
bge,job_to_talent,full,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17458343004804494,0.019230769230769232,0.0
bge,job_to_talent,full,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027100271002710027,0.0
bge,job_to_talent,full,155,0.0,0.0,0.0,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,0.5,0.5
bge,job_to_talent,full,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016638935108153079,0.0
bge,job_to_talent,full,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0
bge,job_to_talent,full,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.07228732983623341,0.011235955056179775,0.0
bge,job_to_talent,full,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1905514124267734,1.0,1.0,0.1905514124267734,0.02702702702702703,0.0
bge,job_to_talent,full,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0
bge,job_to_talent,full,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.0
bge,job_to_talent,full,239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.11305340175787204,1.0,0.2,0.11305340175787204,1.0,0.6,0.24855138944096483,1.0,0.6,0.24855138944096483,0.14285714285714285,0.14285714285714285
bge,job_to_talent,full,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277904328018223,0.0
bge,job_to_talent,full,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16155546744299637,0.013888888888888888,0.0
bge,job_to_talent,full,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002207505518763797,0.0
bge,job_to_talent,full,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0
bge,job_to_talent,full,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0
bge,job_to_talent,full,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0
bge,job_to_talent,full,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0
bge,job_to_talent,full,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15817959093978226,0.012658227848101266,0.0
bge,job_to_talent,full,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0
bge,job_to_talent,full,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15520856277015513,0.011627906976744186,0.0
bge,job_to_talent,full,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017889087656529517,0.0
bge,job_to_talent,full,296,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,0.5,0.5
bge,job_to_talent,full,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0
bge,job_to_talent,full,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,0.125,0.125
bge,job_to_talent,full,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,0.0
bge,job_to_talent,full,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0
